code,school_name,category,year,total_enrollment,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,female_count,male_count,asian_count,black_count,hispanic_count,other_count,white_count,ela_test_takers,ela_l1,ela_l2,ela_l3,ela_l4,ela_l3_l4,math_test_takers,math_l1,math_l2,math_l3,math_l4,math_l3_l4
09X064,P.S. 064 Pura Belpre,Reside in temporary housing,2015-16,39,0,0,0,0,0,39,0,0,0,28,11,0,0,34,0,0,37,24,10,0,0,0,38,21,11,0,0,6
09X064,P.S. 064 Pura Belpre,Students with Disabilities,2015-16,29,0,0,0,0,0,29,0,0,0,15,14,0,7,21,0,0,28,25,0,0,0,0,28,25,0,0,0,0
09X070,P.S. 070 Max Schoenfeld,All Students,2015-16,1356,215,210,218,229,248,236,0,0,0,674,682,11,334,997,0,0,659,347,215,82,15,97,677,366,209,72,30,102
09X070,P.S. 070 Max Schoenfeld,Attend school outside district of residence,2015-16,45,0,10,11,0,0,10,0,0,0,21,24,0,16,28,0,0,18,9,8,0,0,0,18,10,6,0,0,0
09X070,P.S. 070 Max Schoenfeld,English Language Learners,2015-16,334,37,69,48,59,60,61,0,0,0,165,169,0,19,311,0,0,152,122,29,0,0,0,170,105,55,0,0,10
12X195,P.S. 195,English Language Learners,2015-16,258,51,51,38,43,53,22,0,0,0,117,141,0,7,243,0,0,107,90,16,0,0,0,111,98,11,0,0,0
09X070,P.S. 070 Max Schoenfeld,Poverty,2015-16,1330,205,206,216,225,245,233,0,0,0,663,667,11,325,980,0,0,649,341,215,79,14,93,667,361,207,69,30,99
09X070,P.S. 070 Max Schoenfeld,Reside in temporary housing,2015-16,344,49,55,59,53,63,65,0,0,0,171,173,0,91,249,0,0,164,90,48,0,0,26,171,89,55,18,9,27
09X070,P.S. 070 Max Schoenfeld,Students with Disabilities,2015-16,223,34,35,35,36,43,40,0,0,0,72,151,0,61,160,0,0,111,93,18,0,0,0,111,85,23,0,0,0
09X073,P.S. 073 Bronx,All Students,2015-16,744,114,144,123,132,115,116,0,0,0,338,406,0,186,549,0,7,349,203,105,0,0,41,351,235,87,22,7,29
09X073,P.S. 073 Bronx,Attend school outside district of residence,2015-16,32,0,0,0,7,7,8,0,0,0,12,20,0,7,25,0,0,22,12,6,0,0,0,22,13,6,0,0,0
09X073,P.S. 073 Bronx,English Language Learners,2015-16,171,24,45,23,23,26,30,0,0,0,74,97,0,0,166,0,0,73,56,14,0,0,0,77,60,14,0,0,0
09X073,P.S. 073 Bronx,Poverty,2015-16,660,104,123,102,124,106,101,0,0,0,301,359,0,160,492,0,6,320,184,98,0,0,38,321,216,79,19,7,26
09X073,P.S. 073 Bronx,Reside in temporary housing,2015-16,200,34,37,31,35,31,32,0,0,0,91,109,0,55,142,0,0,96,60,24,0,0,12,93,64,20,0,0,9
09X073,P.S. 073 Bronx,Students with Disabilities,2015-16,159,13,23,28,35,29,31,0,0,0,51,108,0,44,112,0,0,91,73,14,0,0,0,91,82,7,0,0,0
09X088,P.S. X088 - S. Silverstein Little Sparrow School,All Students,2015-16,188,50,46,50,42,0,0,0,0,0,112,76,0,58,127,0,0,38,8,19,0,0,11,38,13,14,0,0,11
09X088,P.S. X088 - S. Silverstein Little Sparrow School,Attend school outside district of residence,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09X088,P.S. X088 - S. Silverstein Little Sparrow School,English Language Learners,2015-16,28,14,6,8,0,0,0,0,0,0,14,14,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09X232,I.S. 030,English Language Learners,2015-16,197,0,0,0,0,0,0,56,73,68,81,116,0,8,188,0,0,154,114,38,0,0,0,167,102,63,0,0,0
09X088,P.S. X088 - S. Silverstein Little Sparrow School,Reside in temporary housing,2015-16,56,16,17,10,13,0,0,0,0,0,33,23,0,17,38,0,0,13,0,0,0,0,0,13,7,0,0,0,0
09X088,P.S. X088 - S. Silverstein Little Sparrow School,Students with Disabilities,2015-16,27,7,0,0,10,0,0,0,0,0,13,14,0,9,18,0,0,10,0,0,0,0,0,10,6,0,0,0,0
09X109,P.S. 109 Sedgwick,All Students,2015-16,718,119,106,112,127,125,129,0,0,0,342,376,0,142,569,0,0,358,149,136,62,11,73,362,219,82,51,10,61
09X109,P.S. 109 Sedgwick,Attend school outside district of residence,2015-16,46,0,9,0,12,11,8,0,0,0,21,25,0,7,38,0,0,30,13,13,0,0,0,30,21,0,0,0,0
09X109,P.S. 109 Sedgwick,English Language Learners,2015-16,191,41,32,25,40,30,23,0,0,0,85,106,0,0,188,0,0,80,54,19,0,0,7,90,61,20,0,0,9
09X109,P.S. 109 Sedgwick,Poverty,2015-16,667,111,99,106,121,122,108,0,0,0,320,347,0,128,534,0,0,331,137,127,58,9,67,334,202,75,49,8,57
09X109,P.S. 109 Sedgwick,Reside in temporary housing,2015-16,89,12,21,13,19,15,9,0,0,0,48,41,0,20,67,0,0,38,16,13,0,0,9,42,28,7,0,0,7
09X109,P.S. 109 Sedgwick,Students with Disabilities,2015-16,144,11,17,15,33,38,30,0,0,0,42,102,0,35,107,0,0,97,70,22,0,0,0,94,75,14,0,0,0
09X110,P.S. 110 Theodore Schoenfeld,All Students,2015-16,441,70,96,73,62,67,73,0,0,0,217,224,0,192,227,0,18,192,73,75,37,7,44,196,86,67,29,14,43
09X110,P.S. 110 Theodore Schoenfeld,Attend school outside district of residence,2015-16,16,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,9,0,0,0,0,0,9,0,0,0,0,0
09X110,P.S. 110 Theodore Schoenfeld,English Language Learners,2015-16,55,12,17,10,0,8,0,0,0,0,18,37,0,14,37,0,0,13,8,0,0,0,0,17,15,0,0,0,0
09X110,P.S. 110 Theodore Schoenfeld,Poverty,2015-16,427,69,96,72,58,62,70,0,0,0,211,216,0,187,218,0,18,181,71,70,33,7,40,184,82,62,27,13,40
09X110,P.S. 110 Theodore Schoenfeld,Reside in temporary housing,2015-16,98,16,20,22,11,14,15,0,0,0,55,43,0,44,50,0,0,35,19,13,0,0,0,37,22,10,0,0,0
09X110,P.S. 110 Theodore Schoenfeld,Students with Disabilities,2015-16,107,9,18,20,15,17,28,0,0,0,31,76,0,42,61,0,0,56,38,15,0,0,0,56,43,12,0,0,0
09X114,P.S. X114 - Luis Llorens Torres Schools,All Students,2015-16,790,119,135,122,132,147,135,0,0,0,369,421,32,175,561,7,15,388,219,117,41,11,52,403,204,121,61,17,78
09X114,P.S. X114 - Luis Llorens Torres Schools,Attend school outside district of residence,2015-16,33,0,0,8,0,8,0,0,0,0,15,18,0,0,27,0,0,15,9,0,0,0,0,15,9,0,0,0,0
09X114,P.S. X114 - Luis Llorens Torres Schools,English Language Learners,2015-16,263,31,39,44,44,53,52,0,0,0,112,151,10,13,232,0,0,128,103,21,0,0,0,142,94,39,0,0,9
09X114,P.S. X114 - Luis Llorens Torres Schools,Poverty,2015-16,761,115,131,115,129,143,128,0,0,0,355,406,32,168,541,6,14,375,216,109,40,10,50,389,201,113,59,16,75
09X114,P.S. X114 - Luis Llorens Torres Schools,Reside in temporary housing,2015-16,252,30,43,41,39,52,47,0,0,0,119,133,6,61,183,0,0,128,71,40,0,0,17,136,67,46,17,6,23
09X145,J.H.S. 145 Arturo Toscanini,English Language Learners,2015-16,128,0,0,0,0,0,0,31,41,56,52,76,0,17,109,0,0,96,82,14,0,0,0,121,105,14,0,0,0
09X114,P.S. X114 - Luis Llorens Torres Schools,Students with Disabilities,2015-16,142,13,18,26,22,40,23,0,0,0,42,100,0,29,108,0,0,79,68,11,0,0,0,79,65,10,0,0,0
09X117,I.S. 117 Joseph H. Wade,All Students,2015-16,575,0,0,0,0,0,0,146,220,209,254,321,12,95,461,0,0,533,283,197,45,8,53,516,384,113,0,0,19
09X117,I.S. 117 Joseph H. Wade,Attend school outside district of residence,2015-16,51,0,0,0,0,0,0,0,0,25,23,28,0,11,38,0,0,50,27,15,0,0,8,46,37,7,0,0,0
09X117,I.S. 117 Joseph H. Wade,English Language Learners,2015-16,236,0,0,0,0,0,0,57,100,79,93,143,0,14,217,0,0,208,164,42,0,0,0,227,190,32,0,0,0
09X117,I.S. 117 Joseph H. Wade,Poverty,2015-16,575,0,0,0,0,0,0,146,220,209,254,321,12,95,461,0,0,533,283,197,45,8,53,516,384,113,0,0,19
09X117,I.S. 117 Joseph H. Wade,Reside in temporary housing,2015-16,153,0,0,0,0,0,0,47,56,50,66,87,0,32,118,0,0,137,74,55,0,0,8,143,106,35,0,0,0
09X117,I.S. 117 Joseph H. Wade,Students with Disabilities,2015-16,155,0,0,0,0,0,0,38,69,48,43,112,0,25,125,0,0,144,113,28,0,0,0,140,123,17,0,0,0
09X126,P.S. 106 Dr Marjorie H Dunbar,All Students,2015-16,636,127,115,101,87,101,105,0,0,0,340,296,0,171,449,0,10,278,99,107,58,14,72,284,149,95,31,9,40
09X126,P.S. 106 Dr Marjorie H Dunbar,Attend school outside district of residence,2015-16,26,0,0,0,6,6,7,0,0,0,14,12,0,7,18,0,0,19,7,8,0,0,0,19,8,9,0,0,0
09X126,P.S. 106 Dr Marjorie H Dunbar,English Language Learners,2015-16,159,42,35,19,20,22,21,0,0,0,76,83,0,0,152,0,0,54,38,15,0,0,0,59,41,15,0,0,0
09X126,P.S. 106 Dr Marjorie H Dunbar,Poverty,2015-16,611,123,113,95,84,97,99,0,0,0,327,284,0,156,439,0,10,265,94,102,55,14,69,271,144,87,31,9,40
09X126,P.S. 106 Dr Marjorie H Dunbar,Reside in temporary housing,2015-16,148,33,31,23,17,20,24,0,0,0,80,68,0,51,90,0,6,57,22,23,0,0,12,60,36,17,0,0,7
09X126,P.S. 106 Dr Marjorie H Dunbar,Students with Disabilities,2015-16,92,9,11,17,16,22,17,0,0,0,29,63,0,25,66,0,0,53,37,12,0,0,0,53,38,14,0,0,0
10X310,P.S. 310 Marble Hill,English Language Learners,2015-16,127,20,24,23,21,16,23,0,0,0,60,67,0,0,120,0,0,45,30,12,0,0,0,55,30,20,0,0,0
09X128,Mott Hall III,All Students,2015-16,371,0,0,0,0,0,0,131,118,122,213,158,6,166,197,0,0,364,59,140,107,58,165,333,54,136,92,51,143
09X128,Mott Hall III,Attend school outside district of residence,2015-16,58,0,0,0,0,0,0,13,20,25,43,15,0,24,34,0,0,56,0,25,19,0,26,51,9,17,0,0,25
09X128,Mott Hall III,English Language Learners,2015-16,19,0,0,0,0,0,0,0,11,0,10,9,0,7,12,0,0,18,11,0,0,0,0,18,11,0,0,0,0
09X128,Mott Hall III,Poverty,2015-16,371,0,0,0,0,0,0,131,118,122,213,158,6,166,197,0,0,364,59,140,107,58,165,333,54,136,92,51,143
09X128,Mott Hall III,Reside in temporary housing,2015-16,40,0,0,0,0,0,0,16,11,13,24,16,0,18,22,0,0,40,9,15,10,6,16,38,7,18,0,0,13
09X128,Mott Hall III,Students with Disabilities,2015-16,56,0,0,0,0,0,0,24,20,12,18,38,0,26,30,0,0,53,34,16,0,0,0,52,33,17,0,0,0
09X132,P.S. 130 Garret A. Morgan,All Students,2015-16,442,85,73,64,77,82,61,0,0,0,215,227,0,195,240,0,0,208,108,79,0,0,21,209,137,61,0,0,11
09X132,P.S. 130 Garret A. Morgan,Attend school outside district of residence,2015-16,28,0,0,0,6,10,0,0,0,0,16,12,0,8,20,0,0,16,11,0,0,0,0,16,9,6,0,0,0
09X132,P.S. 130 Garret A. Morgan,English Language Learners,2015-16,58,9,12,6,11,11,9,0,0,0,27,31,0,15,43,0,0,28,23,0,0,0,0,28,22,6,0,0,0
09X132,P.S. 130 Garret A. Morgan,Poverty,2015-16,442,85,73,64,77,82,61,0,0,0,215,227,0,195,240,0,0,208,108,79,0,0,21,209,137,61,0,0,11
09X132,P.S. 130 Garret A. Morgan,Reside in temporary housing,2015-16,86,17,14,11,17,19,8,0,0,0,46,40,0,44,41,0,0,42,23,14,0,0,0,40,30,9,0,0,0
09X132,P.S. 130 Garret A. Morgan,Students with Disabilities,2015-16,101,11,15,24,14,27,10,0,0,0,30,71,0,41,60,0,0,46,36,9,0,0,0,48,41,7,0,0,0
09X145,J.H.S. 145 Arturo Toscanini,All Students,2015-16,299,0,0,0,0,0,0,77,112,110,128,171,0,87,207,0,0,246,140,88,0,0,18,279,204,64,0,0,11
09X145,J.H.S. 145 Arturo Toscanini,Attend school outside district of residence,2015-16,13,0,0,0,0,0,0,0,0,10,0,0,0,7,6,0,0,10,6,0,0,0,0,9,6,0,0,0,0
09X145,J.H.S. 145 Arturo Toscanini,Poverty,2015-16,299,0,0,0,0,0,0,77,112,110,128,171,0,87,207,0,0,246,140,88,0,0,18,279,204,64,0,0,11
09X145,J.H.S. 145 Arturo Toscanini,Reside in temporary housing,2015-16,46,0,0,0,0,0,0,15,16,15,18,28,0,14,31,0,0,37,23,13,0,0,0,43,30,11,0,0,0
09X145,J.H.S. 145 Arturo Toscanini,Students with Disabilities,2015-16,81,0,0,0,0,0,0,20,31,30,21,60,0,32,49,0,0,71,60,11,0,0,0,73,67,6,0,0,0
09X163,P.S. 163 Arthur A. Schomburg,All Students,2015-16,531,81,84,101,74,96,95,0,0,0,265,266,7,191,322,0,0,251,78,102,57,14,71,259,107,98,43,11,54
09X163,P.S. 163 Arthur A. Schomburg,Attend school outside district of residence,2015-16,40,0,7,8,0,7,10,0,0,0,23,17,0,8,30,0,0,19,0,7,6,0,9,19,6,7,0,0,6
09X163,P.S. 163 Arthur A. Schomburg,English Language Learners,2015-16,178,33,37,27,27,35,19,0,0,0,84,94,0,39,132,0,0,69,38,27,0,0,0,77,50,23,0,0,0
09X163,P.S. 163 Arthur A. Schomburg,Poverty,2015-16,525,81,84,100,74,93,93,0,0,0,264,261,7,189,319,0,0,246,76,102,54,14,68,254,105,98,40,11,51
09X163,P.S. 163 Arthur A. Schomburg,Reside in temporary housing,2015-16,111,19,24,21,17,12,18,0,0,0,55,56,0,27,80,0,0,42,15,17,0,0,10,46,23,11,0,0,12
09X163,P.S. 163 Arthur A. Schomburg,Students with Disabilities,2015-16,99,10,8,17,16,25,23,0,0,0,35,64,0,36,62,0,0,61,34,23,0,0,0,61,27,29,0,0,0
09X170,P.S. 170,All Students,2015-16,297,102,97,98,0,0,0,0,0,0,137,160,6,60,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09X170,P.S. 170,Attend school outside district of residence,2015-16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09X170,P.S. 170,English Language Learners,2015-16,94,41,34,19,0,0,0,0,0,0,36,58,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09X170,P.S. 170,Poverty,2015-16,297,102,97,98,0,0,0,0,0,0,137,160,6,60,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09X274,The New American Academy at Roberto Clemente State,Attend school outside district of residence,2015-16,21,7,0,0,0,0,0,0,0,0,9,12,0,7,13,0,0,7,0,0,0,0,0,7,0,0,0,0,0
09X170,P.S. 170,Reside in temporary housing,2015-16,41,15,11,15,0,0,0,0,0,0,20,21,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09X170,P.S. 170,Students with Disabilities,2015-16,42,10,14,18,0,0,0,0,0,0,9,33,0,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09X199,P.S. 199X - The Shakespeare School,All Students,2015-16,753,125,128,104,138,129,129,0,0,0,347,406,0,224,509,0,11,374,190,115,60,9,69,377,217,86,52,22,74
09X199,P.S. 199X - The Shakespeare School,Attend school outside district of residence,2015-16,26,6,0,0,0,0,0,0,0,0,18,8,0,6,18,0,0,11,6,0,0,0,0,11,8,0,0,0,0
09X199,P.S. 199X - The Shakespeare School,English Language Learners,2015-16,231,40,36,35,50,36,34,0,0,0,96,135,0,13,214,0,0,108,82,20,0,0,6,111,85,19,0,0,7
09X199,P.S. 199X - The Shakespeare School,Poverty,2015-16,733,123,124,101,136,123,126,0,0,0,335,398,0,214,499,0,11,364,186,113,56,9,65,367,212,83,52,20,72
09X199,P.S. 199X - The Shakespeare School,Reside in temporary housing,2015-16,205,32,42,44,41,19,27,0,0,0,96,109,0,57,141,0,0,78,50,19,0,0,9,79,52,16,0,0,11
09X199,P.S. 199X - The Shakespeare School,Students with Disabilities,2015-16,162,10,29,23,30,36,34,0,0,0,53,109,0,48,110,0,0,95,75,14,0,0,6,94,80,10,0,0,0
09X204,P.S. 004 Morris Heights,All Students,2015-16,584,78,86,101,131,86,102,0,0,0,283,301,9,166,394,6,9,296,60,114,88,34,122,301,55,118,74,54,128
09X204,P.S. 004 Morris Heights,Attend school outside district of residence,2015-16,75,9,8,13,23,11,11,0,0,0,32,43,0,19,51,0,0,44,10,15,12,7,19,44,9,13,10,12,22
09X204,P.S. 004 Morris Heights,English Language Learners,2015-16,63,10,7,14,12,12,8,0,0,0,26,37,0,0,54,0,0,21,17,0,0,0,0,26,12,11,0,0,0
09X204,P.S. 004 Morris Heights,Poverty,2015-16,584,78,86,101,131,86,102,0,0,0,283,301,9,166,394,6,9,296,60,114,88,34,122,301,55,118,74,54,128
09X204,P.S. 004 Morris Heights,Reside in temporary housing,2015-16,90,18,8,12,19,17,16,0,0,0,35,55,0,19,68,0,0,47,13,21,0,0,13,50,15,18,11,6,17
09X204,P.S. 004 Morris Heights,Students with Disabilities,2015-16,120,10,6,15,26,23,40,0,0,0,32,88,0,35,82,0,0,79,39,29,0,0,11,79,27,38,0,0,14
09X215,Kappa,All Students,2015-16,269,0,0,0,0,0,18,81,65,105,147,122,16,121,128,0,0,263,66,124,50,23,73,213,85,79,31,18,49
09X215,Kappa,Attend school outside district of residence,2015-16,41,0,0,0,0,0,0,13,0,18,25,16,0,19,22,0,0,40,8,19,0,0,13,32,9,15,0,0,8
09X215,Kappa,English Language Learners,2015-16,41,0,0,0,0,0,0,0,13,14,23,18,10,16,14,0,0,41,26,14,0,0,0,38,25,12,0,0,0
09X215,Kappa,Poverty,2015-16,269,0,0,0,0,0,18,81,65,105,147,122,16,121,128,0,0,263,66,124,50,23,73,213,85,79,31,18,49
09X215,Kappa,Reside in temporary housing,2015-16,39,0,0,0,0,0,0,15,11,0,16,23,7,11,21,0,0,39,13,19,0,0,7,35,13,12,0,0,10
09X215,Kappa,Students with Disabilities,2015-16,43,0,0,0,0,0,0,0,14,17,22,21,0,21,22,0,0,41,26,12,0,0,0,40,29,7,0,0,0
09X218,P.S./I.S. 018 Rafael Hernandez Dual Language Magne,All Students,2015-16,1005,127,131,126,114,116,115,101,86,89,504,501,42,53,896,8,6,615,179,271,136,29,165,586,215,238,94,39,133
09X218,P.S./I.S. 018 Rafael Hernandez Dual Language Magne,Attend school outside district of residence,2015-16,74,0,0,7,9,7,14,14,7,10,35,39,0,10,63,0,0,59,15,27,10,7,17,57,22,23,0,0,12
09X218,P.S./I.S. 018 Rafael Hernandez Dual Language Magne,English Language Learners,2015-16,315,46,53,51,44,31,33,28,17,12,145,170,11,7,295,0,0,162,95,65,0,0,0,164,99,55,0,0,10
09X218,P.S./I.S. 018 Rafael Hernandez Dual Language Magne,Poverty,2015-16,1005,127,131,126,114,116,115,101,86,89,504,501,42,53,896,8,6,615,179,271,136,29,165,586,215,238,94,39,133
09X218,P.S./I.S. 018 Rafael Hernandez Dual Language Magne,Reside in temporary housing,2015-16,157,36,29,24,13,18,15,11,0,0,84,73,6,0,147,0,0,66,28,30,0,0,8,66,29,26,0,0,11
09X218,P.S./I.S. 018 Rafael Hernandez Dual Language Magne,Students with Disabilities,2015-16,179,17,29,24,17,19,27,26,11,9,56,123,0,0,172,0,0,107,63,35,0,0,9,107,69,29,0,0,9
09X219,I.S. 019 New Venture School,All Students,2015-16,331,0,0,0,0,0,0,129,89,113,155,176,0,121,202,0,0,288,167,94,0,0,27,298,217,74,0,0,7
09X219,I.S. 019 New Venture School,Attend school outside district of residence,2015-16,29,0,0,0,0,0,0,8,7,14,12,17,0,14,14,0,0,28,14,10,0,0,0,28,21,7,0,0,0
09X219,I.S. 019 New Venture School,English Language Learners,2015-16,102,0,0,0,0,0,0,34,27,41,48,54,0,14,84,0,0,77,64,10,0,0,0,87,71,16,0,0,0
09X219,I.S. 019 New Venture School,Poverty,2015-16,331,0,0,0,0,0,0,129,89,113,155,176,0,121,202,0,0,288,167,94,0,0,27,298,217,74,0,0,7
09X219,I.S. 019 New Venture School,Reside in temporary housing,2015-16,101,0,0,0,0,0,0,37,24,40,51,50,0,30,69,0,0,87,57,23,0,0,7,94,72,22,0,0,0
09X219,I.S. 019 New Venture School,Students with Disabilities,2015-16,99,0,0,0,0,0,0,40,31,28,35,64,0,35,61,0,0,90,60,25,0,0,0,88,79,9,0,0,0
09X229,I.S. 009 Roland Patterson,All Students,2015-16,266,0,0,0,0,0,0,82,91,93,130,136,0,94,167,0,0,240,147,80,0,0,13,255,178,62,0,0,15
09X229,I.S. 009 Roland Patterson,Attend school outside district of residence,2015-16,17,0,0,0,0,0,0,0,8,0,8,9,0,7,10,0,0,16,12,0,0,0,0,16,14,0,0,0,0
09X229,I.S. 009 Roland Patterson,English Language Learners,2015-16,54,0,0,0,0,0,0,21,15,18,34,20,0,6,47,0,0,41,37,0,0,0,0,52,46,0,0,0,0
09X229,I.S. 009 Roland Patterson,Poverty,2015-16,266,0,0,0,0,0,0,82,91,93,130,136,0,94,167,0,0,240,147,80,0,0,13,255,178,62,0,0,15
09X229,I.S. 009 Roland Patterson,Reside in temporary housing,2015-16,44,0,0,0,0,0,0,13,17,14,27,17,0,16,26,0,0,39,30,6,0,0,0,40,33,6,0,0,0
09X229,I.S. 009 Roland Patterson,Students with Disabilities,2015-16,99,0,0,0,0,0,0,38,29,32,33,66,0,35,62,0,0,92,77,14,0,0,0,94,79,14,0,0,0
09X230,P.S. 030 Dr Roland N. Patterson,All Students,2015-16,76,0,0,0,0,0,76,0,0,0,42,34,0,32,39,0,0,70,38,14,0,0,18,74,45,17,0,0,12
09X230,P.S. 030 Dr Roland N. Patterson,Attend school outside district of residence,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09X230,P.S. 030 Dr Roland N. Patterson,English Language Learners,2015-16,10,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,6,6,0,0,0,0,10,7,0,0,0,0
09X230,P.S. 030 Dr Roland N. Patterson,Poverty,2015-16,72,0,0,0,0,0,72,0,0,0,40,32,0,30,37,0,0,67,36,14,0,0,17,70,43,16,0,0,11
09X230,P.S. 030 Dr Roland N. Patterson,Reside in temporary housing,2015-16,12,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,11,7,0,0,0,0,12,10,0,0,0,0
09X230,P.S. 030 Dr Roland N. Patterson,Students with Disabilities,2015-16,21,0,0,0,0,0,21,0,0,0,10,11,0,9,11,0,0,21,19,0,0,0,0,21,17,0,0,0,0
09X231,Eagle Academy for Young Men,All Students,2015-16,231,0,0,0,0,0,0,70,74,87,0,0,0,125,101,0,0,222,114,91,0,0,17,195,134,49,0,0,12
09X231,Eagle Academy for Young Men,Attend school outside district of residence,2015-16,170,0,0,0,0,0,0,55,59,56,0,0,0,95,71,0,0,165,90,65,0,0,10,146,103,35,0,0,8
09X231,Eagle Academy for Young Men,English Language Learners,2015-16,14,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,14,11,0,0,0,0,14,12,0,0,0,0
09X231,Eagle Academy for Young Men,Poverty,2015-16,205,0,0,0,0,0,0,61,67,77,0,0,0,107,96,0,0,197,103,81,0,0,13,175,125,41,0,0,9
09X231,Eagle Academy for Young Men,Reside in temporary housing,2015-16,19,0,0,0,0,0,0,0,10,0,0,0,0,13,6,0,0,17,10,7,0,0,0,17,10,6,0,0,0
09X231,Eagle Academy for Young Men,Students with Disabilities,2015-16,54,0,0,0,0,0,0,16,20,18,0,0,0,26,27,0,0,52,37,15,0,0,0,50,41,8,0,0,0
09X232,I.S. 030,All Students,2015-16,511,0,0,0,0,0,0,134,185,192,246,265,0,103,402,0,0,462,178,208,64,12,76,407,209,173,16,9,25
09X232,I.S. 030,Attend school outside district of residence,2015-16,70,0,0,0,0,0,0,8,28,34,30,40,0,12,57,0,0,67,22,29,0,0,16,49,25,21,0,0,0
09X232,I.S. 030,Poverty,2015-16,511,0,0,0,0,0,0,134,185,192,246,265,0,103,402,0,0,462,178,208,64,12,76,407,209,173,16,9,25
09X232,I.S. 030,Reside in temporary housing,2015-16,79,0,0,0,0,0,0,29,40,10,35,44,0,14,64,0,0,59,31,22,0,0,6,72,39,29,0,0,0
09X232,I.S. 030,Students with Disabilities,2015-16,96,0,0,0,0,0,0,29,36,31,26,70,0,22,74,0,0,92,63,27,0,0,0,88,66,18,0,0,0
09X236,P.S. 036 Langston Hughes,All Students,2015-16,314,47,47,46,30,81,63,0,0,0,159,155,0,92,214,0,0,171,67,69,27,8,35,169,80,54,26,9,35
09X236,P.S. 036 Langston Hughes,Attend school outside district of residence,2015-16,39,0,0,6,6,12,8,0,0,0,21,18,0,18,21,0,0,25,11,7,0,0,7,24,13,0,0,0,6
09X236,P.S. 036 Langston Hughes,English Language Learners,2015-16,37,13,9,6,0,0,0,0,0,0,18,19,0,0,35,0,0,8,6,0,0,0,0,8,8,0,0,0,0
09X236,P.S. 036 Langston Hughes,Poverty,2015-16,307,46,46,45,29,80,61,0,0,0,155,152,0,88,211,0,0,167,65,67,27,8,35,165,77,53,26,9,35
09X236,P.S. 036 Langston Hughes,Reside in temporary housing,2015-16,74,11,11,12,7,20,13,0,0,0,39,35,0,24,47,0,0,39,13,19,0,0,7,39,21,9,0,0,9
09X236,P.S. 036 Langston Hughes,Students with Disabilities,2015-16,79,8,14,13,12,20,12,0,0,0,21,58,0,22,56,0,0,42,37,0,0,0,0,40,33,7,0,0,0
09X241,Urban Assembly School for Applied Math and Science,All Students,2015-16,261,0,0,0,0,0,0,85,91,85,127,134,0,88,169,0,0,253,101,107,39,6,45,201,94,74,23,10,33
09X241,Urban Assembly School for Applied Math and Science,Attend school outside district of residence,2015-16,32,0,0,0,0,0,0,10,10,12,16,16,0,10,22,0,0,30,12,16,0,0,0,26,15,10,0,0,0
09X241,Urban Assembly School for Applied Math and Science,English Language Learners,2015-16,45,0,0,0,0,0,0,16,18,11,15,30,0,8,37,0,0,44,33,10,0,0,0,39,30,8,0,0,0
13K056,P.S. 056 Lewis H. Latimer,Attend school outside district of residence,2015-16,33,0,6,7,0,0,0,0,0,0,15,18,0,28,0,0,0,15,0,0,0,0,6,15,0,0,6,0,6
09X241,Urban Assembly School for Applied Math and Science,Poverty,2015-16,241,0,0,0,0,0,0,72,89,80,115,126,0,87,151,0,0,233,93,99,35,6,41,182,86,65,22,9,31
09X241,Urban Assembly School for Applied Math and Science,Reside in temporary housing,2015-16,31,0,0,0,0,0,0,12,9,10,15,16,0,7,22,0,0,30,16,0,7,0,9,24,15,0,0,0,0
09X241,Urban Assembly School for Applied Math and Science,Students with Disabilities,2015-16,68,0,0,0,0,0,0,29,17,22,22,46,0,21,46,0,0,66,43,20,0,0,0,59,40,12,0,0,7
09X274,The New American Academy at Roberto Clemente State,All Students,2015-16,622,139,144,120,106,113,0,0,0,0,321,301,0,232,374,0,7,203,79,71,40,13,53,211,125,49,29,8,37
09X274,The New American Academy at Roberto Clemente State,English Language Learners,2015-16,121,23,43,19,17,19,0,0,0,0,60,61,0,6,111,0,0,30,19,11,0,0,0,36,32,0,0,0,0
09X274,The New American Academy at Roberto Clemente State,Poverty,2015-16,539,122,122,101,94,100,0,0,0,0,281,258,0,206,317,0,7,180,72,61,36,11,47,186,111,44,23,8,31
